Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
Smeds,Steve Cardigan,2020-09-11,191628,9,0.669,0.791,1,-8.017,1,0.0314,0.013,0.74,0.149,0.237,124.006,4
slumber,LORA,2022-04-01,173699,23,0.739,0.468,5,-10.178,0,0.154,0.772,0.159,0.159,0.425,99.987,4
TRIPPIN,"Kaelin Ellis,Max Oakley,Lulu V",2022-04-01,146612,28,0.565,0.465,9,-12.879,0,0.329,0.595,0.334,0.619,0.217,78.607,4
Dreaming About You,Target Demographic,2021-03-22,237600,39,0.937,0.55,4,-9.733,1,0.0841,0.497,0.768,0.124,0.407,125.025,4
Virtual Paradise,"Starjunk 95,BELELA",2022-01-07,200362,34,0.555,0.876,6,-3.03,0,0.0561,0.00195,0.579,0.138,0.0729,126.033,4
WYD,aman!,2023-08-04,139135,27,0.642,0.828,9,-5.708,1,0.0474,0.000388,0.867,0.72,0.626,117.835,4
Rhythm,FooR,2019-05-10,276360,33,0.714,0.987,10,-5.307,0,0.0474,0.0311,0.01,0.1,0.707,132.041,4
Diamond (Bay Ledges Remix),"Magic City Hippies,Bay Ledges",2022-07-22,174464,36,0.569,0.901,5,-6.05,0,0.0773,0.218,0.815,0.235,0.632,175.973,4
Radio,Freak Slug,2020-09-15,191527,58,0.693,0.528,1,-8.468,1,0.0259,0.699,0.846,0.114,0.597,107.949,4
Luv Is Not Enough,"Miami Horror,Forrest Mortifee",2019-10-11,197894,12,0.707,0.535,8,-8.083,0,0.0538,0.292,0.00616,0.253,0.542,114.014,4
Weeble Wobble VIP,Eliminate,2019-10-23,171200,30,0.651,0.945,4,-1.922,1,0.233,0.0119,0.0178,0.366,0.326,149.957,4
What U Need,KDYN,2022-12-02,177142,15,0.78,0.624,1,-11.955,0,0.106,0.0536,0.451,0.535,0.123,126.049,4
Hungover (with Camden Cox),"John Summit,Mathame,Camden Cox",2023-12-15,220588,54,0.607,0.875,2,-4.384,0,0.0356,0.016,0.0444,0.0855,0.0935,135.961,4
VVV,"mikeeysmind,Sanikwave",2023-10-21,227612,6,0.599,0.907,1,-2.332,1,0.153,0.0027,0,0.396,0.259,154.986,4
Our Lips Are Sealed - Single Version,The Go-Go's,1981-01-01,167960,61,0.608,0.864,8,-7.101,1,0.0522,0.0444,0.00000349,0.0341,0.947,131.199,4
Know How,"George Sandler,Justin Jay",2019-10-25,268000,35,0.925,0.738,11,-5.617,0,0.0462,0.0045,0.789,0.066,0.948,123.015,4
I Just Wanna Sleep,"Justin Jay,Josh Taylor",2020-02-21,193491,40,0.798,0.54,5,-7.917,0,0.0346,0.47,0.00000859,0.156,0.64,102.979,4
Too Good,Arlo Parks,2021-01-29,221000,58,0.718,0.775,5,-5.154,0,0.0523,0.289,0,0.347,0.827,95.918,4
Fair Play,"Malaki,Lucy McWilliams",2020-11-05,289108,46,0.73,0.551,6,-7.361,1,0.269,0.711,0.0000688,0.121,0.431,87.916,4
Jorja,"Benji.,Spillage Village",2022-07-15,231111,35,0.941,0.427,7,-7.611,1,0.0978,0.181,0.00000811,0.119,0.492,107.974,4
I Got It,Ogi,2022-05-05,207200,43,0.724,0.711,6,-6.938,0,0.242,0.594,0.00000286,0.135,0.407,139.914,4
Wandering Star,Empire Of The Sun,2014-11-11,196693,50,0.689,0.721,1,-6.818,0,0.0347,0.319,0,0.207,0.665,110.046,4
Prada,"cassö,RAYE,D-Block Europe",2023-08-11,132359,88,0.638,0.717,8,-5.804,1,0.0375,0.001,0.00000179,0.113,0.422,141.904,4
Sway,Ganzo,2023-06-22,144352,26,0.682,0.379,5,-12.59,0,0.0427,0.589,0.833,0.223,0.498,84.93,4
Lovebites,Ganzo,2023-04-05,93157,46,0.75,0.573,1,-9.269,0,0.0669,0.496,0.724,0.133,0.461,151.999,4
Front Yard,Trixie Muff,2020-10-21,138947,23,0.646,0.339,11,-10.574,1,0.0313,0.801,0.885,0.0806,0.727,75.997,4
Mindgames,Ganzo,2021-01-22,164285,23,0.783,0.538,8,-9.948,0,0.0928,0.272,0.856,0.155,0.69,83.98,4
Studio Silence,Gilligan Moss,2021-10-20,235978,13,0.624,0.509,0,-11.247,1,0.0411,0.416,0.864,0.0787,0.685,115.003,4
Thus,"Emancipator,Rena Jones,Flowerpulse",2021-04-09,211920,28,0.624,0.42,8,-12.479,1,0.0398,0.651,0.905,0.237,0.133,80.01,4
Elysian,Bonobo,2022-01-14,182293,45,0.486,0.366,6,-15.533,0,0.0306,0.789,0.93,0.107,0.0938,94.984,4
Divina (Instrumental),Toro y Moi,2021-02-22,144164,14,0.451,0.627,0,-9.023,1,0.0334,0.226,0.889,0.107,0.111,139.963,4
Lapis Lazuli Uzi,Dirty Art Club,2021-12-31,114562,8,0.491,0.557,11,-8.569,0,0.0613,0.41,0.695,0.26,0.473,86.929,4
ROT IN PIECES,HERO,2019-11-07,154736,29,0.61,0.503,5,-6.967,0,0.113,0.105,0.399,0.0933,0.671,76.1,4
Keep Things Random,Jersey,2023-11-17,174720,34,0.759,0.879,8,-5.603,1,0.0644,0.000634,0.309,0.0864,0.633,145.024,4
Tomorrow Never Comes,Jersey,2023-07-28,160840,37,0.745,0.878,11,-6.096,0,0.0899,0.00233,0.539,0.248,0.593,145.018,4
Hang High,Dirty Art Club,2019-05-18,92186,44,0.492,0.879,3,-7.757,0,0.0362,0.0000567,0.861,0.267,0.122,92.026,4
OneFourThree,"Hermitude,Buddy,BJ The Chicago Kid",2019-09-27,227253,41,0.824,0.567,6,-8.931,1,0.109,0.475,0.0028,0.137,0.522,108.993,4
Show Me,Joey Bada$$,2022-07-22,220386,68,0.599,0.646,6,-6.326,1,0.337,0.222,0.00000436,0.128,0.638,176.153,4
Window,Still Woozy,2021-08-13,139293,67,0.714,0.479,4,-9.381,0,0.188,0.423,0.0000161,0.165,0.625,91.01,4
Supernova,Sunni Colón,2019-09-25,141374,50,0.821,0.31,6,-11.457,0,0.0496,0.41,0.00786,0.143,0.421,104.048,4
Lover/Friend,"KAYTRANADA,Rochelle Jordan",2023-11-30,212250,38,0.727,0.733,8,-9.81,0,0.215,0.0144,0.000415,0.0481,0.586,105.134,4
For James,Pale Jay,2021-10-22,83046,69,0.253,0.674,3,-6.929,0,0.0331,0.22,0.734,0.0986,0.436,81.871,4
The Local Police,Arc De Soleil,2019-11-08,153535,61,0.597,0.604,9,-8.701,0,0.0688,0.502,0.843,0.0753,0.818,179.942,4
ZIG ZAGGING,Asha Imuno,2022-05-27,124800,53,0.907,0.469,10,-9.188,0,0.157,0.303,0.00495,0.0775,0.924,100.061,4
Garden Fiya,Magic City Hippies,2022-01-21,106333,38,0.52,0.832,2,-7.249,1,0.366,0.0427,0.0201,0.392,0.531,179.477,4
Little Taste of Heaven,Leach,2015-05-15,236230,48,0.464,0.613,10,-9.82,0,0.31,0.295,0.447,0.0585,0.277,79.975,4
Orbit Love,Virtual Mage,2021-03-05,251500,42,0.716,0.453,6,-11.707,1,0.0422,0.0107,0.788,0.0855,0.316,120.008,4
Goodums - Sammy Virji Remix,"Unknown T,Sammy Virji",2023-10-20,184364,58,0.881,0.724,10,-4.927,0,0.251,0.133,0,0.223,0.8,138.077,4
Find My Way Home,Sammy Virji,2018-12-12,258858,61,0.726,0.728,6,-7.381,1,0.259,0.116,0.0000566,0.061,0.504,136.09,4
Truth (with Flava D),"Sammy Virji,Flava D",2022-07-08,205846,29,0.816,0.665,6,-5.863,0,0.156,0.0397,0.0316,0.437,0.509,130.021,4
Sugar,Moon Boots,2012-07-23,345238,39,0.742,0.7,10,-6.17,0,0.0466,0.00282,0.543,0.0715,0.89,112.494,4
Blue Coloured Mountain,Szymon,2019-11-08,135680,60,0.811,0.498,0,-10.282,1,0.127,0.41,0.0142,0.286,0.689,131.998,4
Arcade Summer,FM-84,2016-04-25,239000,43,0.465,0.834,0,-9.188,1,0.0361,0.0136,0.914,0.227,0.818,124.011,4
Yakuza,Szymon,2019-11-08,173866,53,0.678,0.534,0,-10.284,0,0.0279,0.796,0.41,0.123,0.469,95.994,4
Blue Coloured Mountain,Szymon,2019-11-08,135680,37,0.811,0.498,0,-10.282,1,0.127,0.41,0.0142,0.286,0.689,131.998,4
Knees,Ocean Alley,2018-03-09,286785,59,0.549,0.594,0,-9.359,1,0.0452,0.0524,0.00000274,0.312,0.365,119.935,4
Confidence,Ocean Alley,2018-03-09,253076,73,0.59,0.562,11,-9.607,0,0.0505,0.0637,0,0.105,0.561,140.835,4
Happy Sad,Ocean Alley,2018-03-09,330594,48,0.477,0.737,8,-9.262,1,0.0495,0.00134,0.00613,0.104,0.301,124.023,4
Corduroy,Ocean Alley,2018-03-09,194112,42,0.491,0.73,4,-9.417,0,0.0329,0.298,0.832,0.266,0.255,124.118,4
Bad Girl,BURNR,2023-08-25,187125,29,0.655,0.972,1,-8.003,1,0.0528,0.0168,0.837,0.328,0.638,129.989,4
Byob,The Fish House,2023-04-28,93870,40,0.669,0.927,7,-6.517,1,0.0622,0.0115,0.459,0.105,0.72,123.954,4
Pullover 1991,Borja Corona,2023-03-24,154285,26,0.828,0.842,8,-4.402,1,0.0548,0.00144,0.886,0.0774,0.709,126.013,4
Venice,Toxic Joy,2023-09-29,171668,26,0.841,0.943,5,-6.733,0,0.0645,0.0546,0.835,0.152,0.546,126.986,4
Within A Groove,Joel Macintosh,2023-03-10,113769,20,0.812,0.864,11,-5.18,0,0.0694,0.000878,0.272,0.344,0.536,126.005,4
A New Error,Moderat,2009-05-11,367306,58,0.717,0.46,11,-11.326,0,0.0372,0.0287,0.785,0.0661,0.0961,110.993,4
Queen of Wands,Kainalu,2022-11-04,177368,9,0.877,0.598,1,-7.896,1,0.0901,0.0228,0.229,0.302,0.701,114.054,4
Clothes Off - Single Version,Ria Mae,2014,203377,32,0.643,0.715,11,-7.317,0,0.132,0.144,0.00000107,0.325,0.604,94.53,4
gray,slenderbodies,2016-06-12,183157,39,0.804,0.581,8,-4.733,0,0.107,0.428,0.000112,0.17,0.417,95.033,4
Dangerous - Oliver Remix,"Big Data,Joywave,Oliver",2014-04-30,277653,53,0.853,0.821,5,-3.954,1,0.0558,0.0433,0.0883,0.1,0.139,110.003,4
Pictures of You,"Drugdealer,Kate Bollinger",2022-10-28,189466,63,0.925,0.317,6,-14.605,0,0.0663,0.505,0.66,0.104,0.808,114.507,4
Walking in the Rain,Funkmammoth,2016-11-01,186553,40,0.557,0.89,6,-7.633,0,0.136,0.334,0.00138,0.415,0.529,100.99,4
Pink Skies (Demo),Wiley from Atlanta,2018-10-26,223101,53,0.57,0.564,9,-8.736,0,0.137,0.48,0.00000618,0.0984,0.45,138.874,4
glow worms,"ivri,Naveih",2020-06-28,115215,61,0,0.118,10,-21.342,0,0,0.872,0.788,0.109,0,0,0
Miss Summer,ODIE,2020-10-23,162376,64,0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,4
CALL OUT,"BRONSON,ODESZA,Golden Features",2020-08-07,179453,53,0.512,0.894,0,-5.396,0,0.0804,0.125,0.727,0.165,0.18,105.024,4
Hand It Over,MGMT,2018-02-09,253360,44,0.378,0.614,1,-8.941,0,0.0387,0.706,0.00766,0.129,0.481,175.926,4
Musta Been a Ghost,Próxima Parada,2019-09-27,220096,66,0.835,0.546,0,-9.189,1,0.0717,0.599,0,0.0752,0.542,107.013,4
Gabo's Last Resort,"The South Hill Experiment,Baird,Goldwash",2023-05-12,228825,0,0.662,0.867,5,-7.191,0,0.0335,0.0767,0.00367,0.138,0.725,107.997,4
Looking For Love - Duskus Remix,"Disclosure,Duskus",2023-10-27,212339,33,0.8,0.62,6,-9.566,1,0.136,0.495,0.493,0.226,0.315,134.974,4
Time After Time - Spotify Singles,Lennon Stella,2023-06-22,219648,49,0.647,0.4,0,-9.449,1,0.0292,0.514,0.000719,0.0846,0.417,127.989,4
Attachments,"Pressa,Taliban Glizzy",2020-12-11,171000,54,0.808,0.562,9,-5.779,0,0.13,0.0303,0,0.128,0.382,160.085,4
Warm on a Cold Night - Embody Remix,"HONNE,Embody",2015-04-10,206087,26,0.721,0.603,1,-7.596,1,0.356,0.441,0.00492,0.0937,0.437,112.989,4
COCONUT PERFUME,Ray Laurél,2022-06-29,165250,50,0.783,0.372,5,-9.819,1,0.192,0.295,0,0.308,0.54,129.12,4
Marechià,"Nu Genea,Célia Kameni",2022-05-13,264296,55,0.719,0.832,1,-7.412,0,0.0366,0.124,0.0726,0.0697,0.961,110.077,4
Shameful Game,Pale Jay,2021-10-22,185000,64,0.656,0.567,0,-7.23,0,0.0285,0.194,0.844,0.148,0.653,143.867,4
Partly 曇った,Dan Mason ダン·メイソン,2017-03-02,244299,36,0.643,0.38,11,-11.612,1,0.0341,0.459,0.41,0.301,0.259,69.992,4
Lover,Taylor Swift,2019-08-23,221306,86,0.359,0.543,7,-7.582,1,0.0919,0.492,0.0000158,0.118,0.453,68.534,4
You're Gonna Live Forever in Me,John Mayer,2017-04-14,190013,69,0.542,0.131,7,-14.104,1,0.0316,0.983,0.00544,0.156,0.319,136.161,4
I Wanna Feel x Verdansk,Shellz Muzic,2023-06-09,189231,0,0.714,0.888,10,-8.422,0,0.0602,0.0147,0.00275,0.0272,0.892,122.039,4
Evidence,Sampha,2023-10-20,197519,42,0.556,0.238,11,-12.599,0,0.034,0.826,0.0000303,0.0825,0.6,181.882,4
La leçon particulière,"Lavern,Francis Lai",2023-08-04,154285,67,0.821,0.983,2,-5.786,0,0.0587,0.333,0.837,0.156,0.0629,126.018,4
Jonathan L. Seagull,Sampha,2023-10-20,274599,46,0.62,0.307,11,-11.929,1,0.0288,0.75,0.00269,0.0845,0.133,99.97,4
Suspended,Sampha,2023-10-20,185371,50,0.655,0.607,5,-8.064,0,0.0433,0.695,0.000626,0.12,0.547,155.974,4
Misbehave,"Ship Wrek,Disco Lines",2023-04-07,174220,46,0.736,0.861,10,-5.419,0,0.0429,0.32,0.00742,0.0726,0.568,124.036,4
LEFT TO RIGHT,Odd Mob,2022-08-12,146250,48,0.856,0.959,8,-4.441,1,0.271,0.145,0.377,0.306,0.219,128.016,4
Lighthouse - Eyezic Remix,"QUIX,Eyezic",2022-03-10,137931,50,0.69,0.519,10,-10.064,1,0.131,0.0214,0.8,0.101,0.201,174.025,4
SAY,Knock2,2021-08-06,117857,56,0.6,0.971,11,-2.154,0,0.0475,0.004,0.424,0.305,0.28,145.015,4
Dress Code,Mau P,2023-10-06,203437,63,0.716,0.94,1,-5.443,1,0.0539,0.00799,0.728,0.0807,0.737,128.015,4
miro,"berlioz,Ted Jasper",2022-12-09,200000,61,0.818,0.445,11,-14.573,0,0.0475,0.0796,0.0348,0.116,0.264,119.972,4
Don't Pull Me Over,Tom Petty and the Heartbreakers,2010-06-15,244413,25,0.701,0.451,4,-8.263,1,0.0297,0.565,0.00452,0.11,0.852,153.93,4
Got Me Started,Troye Sivan,2023-10-13,198448,75,0.773,0.679,7,-6.51,0,0.0315,0.219,0.00263,0.297,0.544,127.002,4
Suspension,PANDIT,2023-07-06,125760,8,0.872,0.822,0,-4.317,0,0.265,0.0361,0.001,0.291,0.592,124.984,4
Sitting - Josh Mac Version,"Brian Jordan Alvarez,Josh Mac,TJ Mack",2023-09-18,91885,36,0.575,0.624,8,-8.901,1,0.188,0.0103,0,0.12,0.814,174.932,4
"Anywhere (feat. Snoop Dogg & The Last Artful, Dodgr)","Anderson .Paak,Snoop Dogg,The Last Artful, Dodgr",2018-11-16,226493,44,0.768,0.686,7,-7.37,0,0.095,0.214,0.0000828,0.155,0.778,79.031,4
Duty Free Toblerone,Louis Millne,2022-08-19,169500,38,0.633,0.494,6,-5.241,0,0.0774,0.0122,0.564,0.207,0.113,125.152,4
Sea Gets Hotter,"Durand Jones & The Indications,Durand Jones,Aaron Frazer",2019-03-01,197226,71,0.793,0.537,0,-7.123,0,0.0338,0.834,0.00256,0.326,0.778,120.012,4
Asc. Scorpio,Oracle Sisters,2020-03-11,166601,68,0.762,0.6,2,-6.636,1,0.0431,0.0717,0.00711,0.0995,0.819,80.206,4
Waterfalls,Death Cab for Cutie,2021-01-13,264160,43,0.483,0.436,8,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842,4
Daylight,Drake,2023-10-06,164142,67,0.566,0.564,10,-7.88,0,0.277,0.0149,0,0.104,0.0667,139.92,4
Two Tens (feat. Anderson .Paak),"Cordae,Anderson .Paak",2023-01-25,152371,61,0.782,0.525,4,-7.626,0,0.376,0.218,0.00000356,0.0804,0.7,176.242,4
Bulletproof,FARR,2019-07-12,211363,62,0.47,0.472,0,-7.173,0,0.0764,0.364,0.239,0.12,0.251,175.708,4
Gypsy Woman,"Stolen Gin,ADLR,Different Hits",2023-06-15,200823,54,0.815,0.555,2,-9.069,0,0.042,0.0874,0.0000428,0.239,0.696,111.958,4
Looking For Love - salute remix,"Disclosure,salute",2023-10-06,299794,35,0.692,0.925,3,-4.999,0,0.0745,0.0151,0.272,0.0978,0.691,137.005,4
Singing About Something Else,Function Space,2022-05-31,141421,20,0.598,0.305,6,-9.028,0,0.0549,0.797,0.00000884,0.141,0.338,136.471,4
That Girl,Phil Fuldner,2022-01-07,148583,59,0.732,0.969,5,-3.812,0,0.0576,0.000764,0.074,0.177,0.675,122.05,4
Mind Control,Mija,2020-02-26,104015,25,0.893,0.374,7,-10.548,1,0.0507,0.221,0.00975,0.211,0.5,120.058,4
Magic Carpet,"Kyle Watson,MAY BBY",2021-02-12,168170,44,0.794,0.684,1,-7.594,1,0.0668,0.00634,0.298,0.0881,0.542,123.024,4
Sun Is Dark,WILL K,2022-03-31,158709,69,0.78,0.583,11,-9.111,1,0.072,0.108,0.731,0.124,0.326,123.975,4
I Wanna,Spellspellspell,2018-08-23,101538,40,0.804,0.793,11,-5.264,0,0.303,0.255,0,0.15,0.352,90.962,4
Compromise,John Mark Nelson,2020-10-16,159605,9,0.615,0.358,2,-15.321,1,0.0853,0.751,0.000317,0.169,0.677,167.85,4
Everybody Loves The Sunshine,"Netsky,Chantal Kashala,Daddy Waku",2020-10-30,200930,33,0.532,0.866,6,-4.023,0,0.05,0.000816,0.0108,0.104,0.0976,171.853,4
Cotton Candy Lemonade,Blu DeTiger,2020-09-23,146875,50,0.711,0.436,1,-7.917,0,0.0313,0.514,0.0000207,0.272,0.45,100.998,4
Seismic,"AC Slater,Chris Lorenzo,Fly With Us",2023-09-29,208125,49,0.508,0.729,10,-6.424,0,0.207,0.0508,0.867,0.161,0.335,128.031,4
Up To Something,49th & Main,2022-07-22,212346,49,0.793,0.513,10,-5.72,0,0.0331,0.00156,0.00974,0.0898,0.695,111.995,4
Robes,Ricky Gourmet,2022-11-04,187432,35,0.685,0.41,8,-7.117,1,0.0445,0.175,0.197,0.151,0.589,84.986,4
thankyou,"genny!,454",2021-02-08,175193,21,0.576,0.398,7,-10.764,1,0.0896,0.237,0.45,0.0992,0.102,78.414,4
Walk With Me,Kowloon,2021-07-02,216117,47,0.803,0.362,1,-11.152,1,0.0533,0.473,0.774,0.0986,0.517,101.001,4
dashstar* - VIP,Knock2,2022-07-29,140481,64,0.58,0.968,5,-2.803,1,0.0807,0.0162,0.294,0.354,0.0599,126.023,4
Maybes - RAC Mix,"Giraffage,Japanese Breakfast,RAC",2017-12-05,234970,51,0.569,0.791,6,-6.757,1,0.0355,0.143,0.655,0.109,0.298,139.78,4
TIL I DIE - Cody Ko Remix,"Space Rangers,Disco Lines,Cody Ko",2023-07-14,170322,39,0.874,0.732,11,-5.368,1,0.168,0.0176,0.517,0.11,0.679,124.029,4
Feel Like Makin' Love (feat. Roberta Flack),"Supershy,Roberta Flack",2023-08-18,215000,54,0.664,0.696,2,-6.038,1,0.0486,0.0162,0.553,0.109,0.49,126.064,4
Wake U Up,"Lubelski,Wyatt Marshall",2018-12-14,365714,0,0.803,0.618,11,-8.458,0,0.0584,0.0000538,0.566,0.0517,0.568,126.023,4
Seen It Before,gum.mp3,2021-01-31,178909,30,0.676,0.441,10,-15.203,0,0.0387,0.244,0.871,0.101,0.758,110.008,4
21-Sep,KAYTRANADA,2019-12-13,111880,20,0.743,0.465,7,-12.492,1,0.18,0.00275,0.913,0.107,0.0494,103.151,4
Atmosphere,"FISHER,Kita Alexander",2023-08-11,182857,74,0.762,0.895,8,-4.562,1,0.0737,0.00618,0.145,0.203,0.755,125.979,4
easy,"piri,Tommy Villiers,piri & tommy",2022-10-21,188680,33,0.83,0.65,6,-8.318,1,0.178,0.496,0.0000929,0.108,0.711,136.009,4
Moon Slips Away,Daily Bread,2023-03-10,247900,37,0.659,0.514,4,-7.327,0,0.178,0.0316,0.00219,0.226,0.244,155.955,4
I Won't Let You Fall (feat. Finn Askew) - Hermitude Remix,"WHIPPED CREAM,Hermitude,Finn Askew",2020-12-04,162730,27,0.688,0.8,6,-6.975,1,0.131,0.0128,0.00386,0.154,0.51,115.033,4
Bedtime Story,Essentxals,2023-09-06,213180,0,0.752,0.644,9,-7.047,1,0.0527,0.0665,0,0.101,0.79,102.012,4
Sucka For Love,Essentxals,2023-09-06,194935,0,0.536,0.645,2,-11.323,1,0.457,0.161,0,0.24,0.649,119.762,5
Count Me Out,Kendrick Lamar,2022-05-13,283642,76,0.776,0.431,4,-7.544,0,0.091,0.671,0,0.153,0.495,133.999,4
Take U There,"Kaskade,Classic Unknwn,Donricky,PYFER,LSSA",2020-07-24,188006,25,0.687,0.682,1,-11.729,0,0.0527,0.611,0.807,0.103,0.153,93.01,4
Repeating,Punctual,2023-05-25,147420,43,0.704,0.795,1,-4.524,1,0.0412,0.00661,0.00937,0.0613,0.362,127.044,4
Rebirth Of Slick (Cool Like Dat),Digable Planets,1993-01-01,261265,60,0.885,0.334,1,-18.944,0,0.227,0.048,0.0587,0.107,0.569,98.309,4
Reverse Faults,Sampha,2017,253435,39,0.68,0.429,7,-11.283,0,0.0513,0.385,0.00453,0.0825,0.415,127.926,4
Don't Wanna Be Talking,Higgo,2023-03-17,133153,40,0.763,0.739,7,-6.681,0,0.125,0.107,0.00234,0.33,0.704,130.238,4
I Have A Dream (Gay),dj pressed,2023-04-10,120000,28,0.68,0.934,1,-8.914,0,0.0534,0.016,0.594,0.31,0.24,134.944,4
Redbone,LAV8,2021-03-12,129000,53,0.787,0.383,5,-11.767,0,0.074,0.394,0.89,0.109,0.566,77.5,4
Keep It Rising,Supershy,2023-08-18,194962,54,0.868,0.586,4,-9.35,0,0.109,0.184,0.202,0.087,0.564,120.034,4
GOLDEN GOD,dj pressed,2023-07-25,258461,30,0.754,0.973,5,-6.253,0,0.0468,0.00282,0.238,0.14,0.629,130.007,4
Black Out Days - Subtronics Remix,"Phantogram,Subtronics",2023-06-16,208457,59,0.473,0.974,4,-3.554,0,0.0782,0.00161,0.891,0.166,0.105,175.097,4
To Be Real,"Wuki,Lee Foss,Cheryl Lynn",2023-05-26,203225,54,0.685,0.95,2,-4.547,1,0.0722,0.0013,0.598,0.037,0.683,129.99,4
Too Fast,Kuren,2023-06-23,160965,32,0.664,0.844,5,-2.892,1,0.0403,0.0847,0.000123,0.237,0.606,145.036,4
Need Somebody,"Engelwood,iamalex",2020-10-23,128399,37,0.719,0.89,10,-5.315,0,0.214,0.01,0.00601,0.0754,0.806,123.495,4
VOODOO,ero808,2023-05-11,165500,30,0.707,0.82,1,-4.843,1,0.201,0.173,0,0.0957,0.335,122.937,4
DREAMER,JEV,2023-04-05,133846,0,0.808,0.662,3,-8.016,1,0.0599,0.0736,0.021,0.101,0.183,129.979,4
CRYSTAL BALL,Stevedreez,2023-06-15,154013,34,0.945,0.34,11,-11.626,0,0.0571,0.00852,0.525,0.112,0.738,119.965,4
Easy Fraction,Breakbot,2012-09-17,75429,38,0.676,0.73,2,-5.906,0,0.0523,0.00722,0.135,0.229,0.611,101.015,4
Lullaby,HOLOW,2021-09-24,152500,0,0.863,0.401,4,-7.975,0,0.436,0.133,0.000009,0.092,0.364,119.856,4
So Fly,Chinatown Slalom,2023-08-07,156890,31,0.704,0.851,6,-8.71,1,0.0651,0.103,0.195,0.314,0.75,122.997,4
Equinox,admo,2019-06-28,162500,51,0.671,0.515,1,-16.738,1,0.0388,0.815,0.932,0.11,0.0984,105.001,4
Closer to the Edge,PANDIT,2023-04-11,158976,0,0.755,0.562,1,-7.336,1,0.299,0.182,0.000232,0.166,0.298,126.873,4
Chasing Paradise (veggi Remix),"Daniel Allan,slenderbodies,veggi",2022-11-11,139486,23,0.891,0.61,6,-9.285,0,0.383,0.156,0.151,0.119,0.798,126.043,4
Cosmic Fonk - Intro,"Dabeull,Rude Jude,Ferdi",2022-06-17,94811,38,0.831,0.483,0,-7.963,0,0.0487,0.143,0.54,0.298,0.633,110.966,4
Hey Driver (feat. The War and Treaty),"Zach Bryan,The War And Treaty",2023-08-25,227466,82,0.583,0.351,0,-5.836,1,0.0306,0.494,0,0.368,0.462,79.014,4
"L'amour, la guerre",Renee Wilkin,2015-09-11,209306,4,0.702,0.856,5,-4.561,0,0.0885,0.52,0,0.135,0.493,133.923,4
Spirit 2.0,Sampha,2023-09-06,289962,22,0.741,0.491,5,-11.416,1,0.0512,0.606,0.283,0.141,0.503,150.553,4
Only,Sampha,2023-09-06,169590,41,0.884,0.338,5,-10.152,0,0.123,0.364,0,0.149,0.815,136.994,4
Life,"Ferreck Dawn,Izzy Bizu",2022-08-26,170955,45,0.777,0.728,8,-5.859,1,0.0506,0.0202,0.00208,0.42,0.46,125.05,4
Dance No More (with Kaleena Zanders),"Sunday Scaries,Kaleena Zanders",2023-08-25,202657,4,0.808,0.902,10,-5.122,0,0.166,0.0196,0.83,0.115,0.796,127.014,4
02-Nov-51,Old Time Hawkey,2023-04-07,609999,24,0.638,0.128,7,-22.259,1,0.905,0.861,0.000106,0.353,0.418,123.071,4
1949,"Honey & Badger,OOTORO",2023-03-31,133333,26,0.816,0.922,1,-3.964,1,0.255,0.0768,0.621,0.34,0.825,126.01,4
La Candela Viva,"Wax Motif,Matroda",2022-07-22,180480,46,0.76,0.869,7,-6.763,1,0.0425,0.00381,0.347,0.277,0.147,124.976,4
Planes,Drinks On Me,2023-06-30,151000,34,0.859,0.723,11,-7.36,0,0.101,0.00263,0.811,0.0345,0.948,128.007,4
What You Wanna Try,Masego,2023-03-03,159242,66,0.842,0.603,2,-5.392,1,0.0993,0.0671,0.0000791,0.0869,0.507,99.035,4
Nudista Mundial ‘89 (feat. Mac DeMarco),"Alan Palomo,Neon Indian,Mac DeMarco",2023-05-01,184284,21,0.687,0.93,0,-3.038,1,0.112,0.0188,0.00000702,0.428,0.847,117.02,4
Pick N Choose,Sunday Scaries,2023-05-19,183553,0,0.948,0.697,2,-6.326,1,0.12,0.256,0.012,0.0811,0.296,126.999,4
Hot Sauce,"Thandi Phoenix,Arona Mane",2023-02-23,190000,33,0.823,0.921,7,-5.388,1,0.139,0.0362,0.0413,0.15,0.792,119.964,4
Pra Ver Você Sambar - 20Syl Remix,"20syl,Alligatorz,Ron Puma,DJ Greem",2023-03-17,191943,30,0.713,0.815,11,-5.725,0,0.211,0.112,0.0303,0.0703,0.757,101.998,4
1995,CoryaYo,2014-04-03,159056,55,0.797,0.481,6,-8.435,1,0.167,0.101,0.00000694,0.196,0.574,90.188,4
WUT,Party Favor,2020-07-17,93974,48,0.587,0.575,11,-5.747,1,0.0587,0.211,0.746,0.142,0.534,81.941,4
The World I’m Searching For,Jersey,2023-06-02,173306,41,0.829,0.828,0,-6.157,0,0.0864,0.00808,0.38,0.183,0.407,139.979,4
Overtime,JADED,2021-12-03,168501,46,0.762,0.872,7,-5.316,1,0.0697,0.0155,0.237,0.351,0.749,124.033,4
